数据编号,comment,label
4135,支持！@杨洋 雷震宇我們之後再約[心][嘻嘻]#杨洋急先锋#  #杨洋雷震宇#,happy
4136,看了真难过,sad
4137,#国内确诊291例新型冠状病毒肺炎病例#  非典时期幼儿园和其他学校都放假，家里就留了姐姐照顾我，爸爸妈妈一直都在医院参与救援治疗，那会儿小不记事儿可也能感觉到几天才回一次家的爸妈好累，现在要比当初的医疗环境好太多了，像钟南山院士说的有信心，要对国家有信心。不要恐慌注意该注意的防范措施，告知身边年龄群较大的亲朋引起注意，不听谣不信谣不传谣，做好自己该做的，相信国家。奋战一线的医护工作者真的真的真的辛苦了，希望此“战”之后，没开眼的人你醒一醒！伤医行为你住手吧你！医护工作者也劳请注意自己的身体状况，如有不适请立即治疗不要硬抗，你们也是一个家庭的中心阿要记得！[加油] 加油！,happy
4138,祈福平安???,happy
4139,蛮好的,happy
4140,评论全是安徽 安徽zf醒一醒吧！,angry
4141,//@田冉冉只认钱:病毒研究和疾病防控是两个概念，两套体系，用学者的辛苦研究洗地官员失职的臭sb，你们死了！,angry
4142,这个死gay说不定就有艾滋[怒]这个人心眼儿是真的坏，他自己有就想让别的gay放松警惕,angry
4143,不知道咋说。就感觉他们还挺该死的。[摊手]//@懒懒的日常迷信:这种市场居然开的那么正大光明，有关部门是摆设吧？ http://t.cn/A6vFYCNn,angry
4144,有什么情况都敞开说，让大家心里都有个数，藏着掖着当群众是傻子吗？,angry
4145,除夕快乐，武汉加油，平安过年。,happy
4146,//@喷嚏网铂程://@南大景凯旋://@王天定: 看了三联这篇报道，心情非常沮丧，如果报道内容准确，表明17年前那场灾难，我们白过了。,sad
4147,12//@小口哨嘟嘟嘟嘟嘟 :致敬医护人员,happy
4148,真的伟大[心],happy
4149,//@相声演员高峰:希望尽快控制疫情 大家都平安 武汉加油[给力][给力],happy
4150,?//@陳法蓉:留意事態發展，保持身體健康。#新型肺炎确诊440例死亡9例#,happy
4151,武汉zf 什么情况啊！！！！！！！,angry
4152,//@赵丽颖:#致敬疫情前线医护人员# 向所有医护人员致敬！愿大家都健康平安??,happy
4153,晨晨好可爱啊！！！,happy
4154,快乐,happy
4155,感觉肺炎防疫站迟迟看不到尽头，真的很难过[失望][失望] ??,sad
4156,妈呀  只剩西藏了吗,fear
4157,太棒了您！！！点赞[good],happy
4158,什么时候出新作品//@袁弘:#致敬疫情前线医护人员#感谢你们坚守岗位，不离不弃！致敬！,happy
4159,//@金泰亨的女人就是我:医护人员忙着杀病毒，病毒忙着杀人，人忙着杀医生//@没有你以后__:他们在前线救人，还有医闹的憨批简直没长心,angry
4160,武汉加油，平安最重要//@朱一龙:#武汉加油#我们在一起[心],happy
4161,[淚]//@猫catttt:眼泪又要掉下来了//@猫撞://@春光灿烂桔八戒:拜托了 帮帮他们吧 http://t.cn/A6PwXsri,sad
4162,//@殷孟公子:谁还不是谁家的小孩呢 难受死了,sad
4163,王主任辛苦了，祝早日康复,happy
4164,无语真的无语//@荷兰鸭:？真就瘟疫公司白痴难度呗——1.患者会攻击医生 2.口罩会顺势抬价 3.民众普遍缺乏警惕性 4.疑似携带病毒者会不听劝四处逃窜 //@Sun翠花儿_:这种人死了不行吗？//@WelcometoSuffer:我妈当初说什么都不让我跟着学医是对的,angry
4165,老师再重要也是人，是人就欲望，有欲望就有私心，有私心就产生私利，一切皆为利往。老师抛弃原有的“价值观” ，就是为了私利，叫利益熏心。,angry
4166,#来抄河南的作业##恳请安徽政府宣传疫情防范##安徽快去抄河南作业##安徽累计新冠肺炎确诊病例15例# 安徽能不能有点作为[微笑] ??,angry
4167,[加油][加油][加油][加油][加油],happy
4168,逃离武汉 【更新】不知道是不是巧合...陕西有疑似了根本无意于地域黑！但是如果某些别有用心的武汉人民继续逃离武汉！真的别怪其他地区的人民地域黑！说句不好听的，[格鲁特][格鲁特][格鲁特][格鲁特]医护人员感染新型肺炎应认定工伤外地发现的都是武汉籍，极个别是去武汉旅游的！根 ??,angry
4169,//@二月葫芦:医护人员注意防护，大家也注意安全。,happy
4170,大学四年，一毕业就离开了武汉，到现在有七个多月了，在这七个多月的时间里，偶尔还是会想起武汉。上一次关注武汉是因为看到微博热搜“武汉地震”，没想到不久之后再一次的却是新型肺炎，这些天来手机APP的推送全是关于新型肺炎疫情，打开新闻看底下评论，底下不少评论是黑武汉的，虽然我不是武汉人，但是看到之后心里真的是很不舒服，要骂就骂那些单吃野味的，现在武汉需要的是正能量，而且自己一定要和身边人说下事情的严重性！尤其是小地方的！老年人！少出门，减少口罩使用，出门戴口罩，不要盲目抢哄抢物资，把这些留给真正需要的人。大家要好好照顾自己，希望明天看到的微博热搜是“已成功战胜疫情”。等这座城市好起来了，我还要去学校看一看。,happy
4171,？有病 ？,surprise
4172,#武汉15名医务人员感染新型冠状病毒##新型冠状病毒肺炎纳入法定传染病# 预防千万条，口罩第一条。不往人群挤，病毒不缠你。洗手很重要，胜过吃补药。通风也要紧，疾病无踪影。野味不要尝，以免损健康。      一线医院工作人员辛苦了！一定注意预防！希望大家都能平安过年！[心][心][心],happy
4173,[泪][泪][泪],sad
4174,“只要人人都献出一点爱 世界将变成美好的人间..”当年非典时期大街小巷循环播放的歌曲萦绕心头。 武汉可以的！加油！[加油][加油][加油],happy
4175,#国内确诊324例新型肺炎病例#河北唐山的我好慌 河北挺住！[作揖] ??,fear
4176,#致敬疫情前线医护人员# 致敬英雄，好好保护自己！,happy
4177,山东政府你看看！！！！！！,angry
4178,上海 http://t.cn/A6PPwfJ0一家公司 http://t.cn/A6PZvnt7由于收到了500万只的订单，原本已经停下来的三条生产线，这两天又恢复了其中一条生产线。买好返乡车票，还没回老家的员工被召集回来。“老板和我说现在全国都在和肺炎做斗争，作为我们这样的特殊企业，更要全身心投入，问我愿不愿意留下来。”一员工说。至于口罩价格，公司董事长表示不会因为工人加班而提高口罩价格，“我们不会涨一分钱，还是按照原有出厂价格。”截止目前，涌现出越来越多的“不涨价，春节连续加班”这样的良心企业，只是有一点温馨提醒：工人也要做好防护工作呀，辛苦了，致敬，老板也给点力，多发点年终奖，大家都不容易。#口罩#,happy
4179,还是小时候好。没有手机没有微博没有网现在获取资讯的途径多了反而怕得要死。群里各种地方的内幕消息加群众视频资料。我可能最后不是感染死的是被吓死的。什么武汉已经上万人感染 已经确定这个肺炎比非典的传播人群多十倍巴拉巴拉 这是一场生化危机巴拉巴拉。家里抵抗力最差的小吴瑟瑟发抖的戴着口罩，我爸还每天早上不戴口罩的去走十公里路。,fear
4180,黄冈也扛不住了[泪][泪][泪]有能力的人帮帮忙吧！！！ http://t.cn/A6PLAnaj http://t.cn/A6PLDBUs,fear
4181,#武汉卫健委发布病毒性肺炎高发注意事项# 我要点名表扬曲江南湖1号餐厅。本来替我朋友预定了大年夜的包间，也提前点了菜，并交了1000块钱的定金，后来因为武汉肺炎事情，我朋友他们决定还是不来西安了，所以我就跟客服商量能否取消预约退还定金。客服非常痛快的答应了我们的请求，这和某些酒店航空公司收取高额的手续费不同，南湖1号的行为让大家都非常暖心。 http://t.cn/Ryh6eCs西安·西京医院,happy
4182,#武汉加油# //@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy
4183,//@福气天才奶茶精:真的别走亲戚了//@HH盐烤东海银鱼HYuK://@尉迟燕窝:关键词「同桌就餐」，让家里人都看看吧，不要强行齐齐整整最后被一窝端。,fear
4184,//@黑您等于爱您:转，某些带节奏的公知出来挨打,angry
4185,天呐！！！,surprise
4186,像我这种只要一忙完，绷紧的神经一松懈下来就会感冒不舒服的，空调吹多了早上起来就开始打喷嚏鼻塞的，自觉隔离，一个人待着。囤好了蔬菜水果干粮，拆洗了衣物，宅生活第三天。调整作息最重要，熬夜熬的都养成生物钟，调不过来了[允悲]想开的本子走起，买买买之后是用用用[笑而不语]就是，雨什么时候停呢。除夕了呢，愿平安[心]#自言自语#,sad
4187,徐导真棒?? ，一直支持你,happy
4188,//@Emma古小月:这就是一个医生的回答～（他们一个应该四小时丢弃的一次性外科口罩，要用两天），无论是否有疫情，请对医生多一点理解吧！ http://t.cn/A6PZ4pyG,happy
4189,附议[doge]//@王俊凯的精致女孩:全国都延迟开学吧[跪了][跪了],fear
4190,愿得一人心，白首不分离//@Yih一一:愿平安//@秦俊杰:#致敬疫情前线医护人员# 你们辛苦了，愿平安，大家都健健康康！,happy
4191,//@在原守人://@啊哦伊酱QAQ: //@時无有迹://,fear
4192,无知就会无畏，无知的无畏就是灭亡，人世间的一切罪恶都是愚知所致，这次又是多数人为少数人要付出代价。,angry
4193,//@阿中哥哥反黑站:请求支援，医生没有防护就好比战士没有枪啊[悲伤]现在却还要上战场#武汉多家医院请求支援# #武汉紧急求援# #武汉新冠肺炎社会捐赠方式#,happy
4194,叹为观止  无发可说,surprise
4195,#福建新增3例新型肺炎确诊病例#在武汉的能不能别回来了真特么烦[怒] 福建平安? ??,angry
4196,我真不知道周围的人是怎么想的 十八线山旮旯没出现就代表着没事儿吗 从出现疫情的地区回来的人真的不少啊!!!工作的读书的都有啊!!! 虽然陆续有传言说这样那样疑似的但最后都说是谣言。庆幸是谣言啊难道真的有出现大家才会真正的害怕吗艹!!!醒醒好吗各位!! 要真等到出现后悔都来不及。 带口罩不丢人啊他妈的。 不聚会不拜年不伤感情啊啊啊啊啊啊啊啊啊啊艹我真的是气死了！！ 吃饭不取消还说既然都约好了不好意思说不要啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊听不都听劝，拉不下脸？ 能别来我家吃吗！！！爱去哪里聚去哪里聚啊尼玛！！！ 烦死了真的是！！,angry
4197,科研人员和医护人员值得，某些憨批官员不值得！,angry
4198,#广东打击哄抬口罩价格行为#虽然大家知道供求关系会影响商品的价格，现在人们对口罩的需求量大幅度上涨，口罩适当的涨价原本正常，但让人心里不舒服的是，一些店家在短短的几天时间里，把原本几块钱、十几块钱的口罩，标价卖到一、两百，翻了数倍都不止。生命安全和身体健康远重于短期利润，趁着疫情涨价牟利，不仅有悖道德，更是违法行为。,angry
4199,//@张若昀:致敬每一位医护人员！救助的同时大家保护好自己，做好防护措施，希望所有人平安健康！,happy
4200,疫情阶段还让人吃苍蝇摊,angry
4201,[酷]//@卡卡熊熊:一定会好的,happy
4202,//@梁钰stacey :宣传河南省领导满天飞，河南省人民也因此安心放心。怎么女总理明明奔赴一线了，提倡一个正常的媒体报道让民众有知情权就这么难呢？究竟偏激居心不良的是谁哦。//@叫我小八大人 :一说女性就是偏激了?,angry
4203,[泪][泪][泪][抱抱],sad
4204,探15个峡谷//@Katherine-ikun :武漢加油#武汉加油# 中國同胞都在你身後,happy
4205,[喜][拳头][吃惊]喜欢的不得了哦。[喜],happy
4206,#武汉加油# 向一线的医护人员致敬//@蔡徐坤:#武汉加油# 我们一起，打赢这场防御战！向战斗在一线的医护人员致敬！,happy
4207,[悲伤],sad
4208,[喜][绿丝带][作揖]有了这个就强大了~[委屈],happy
4209,[微笑],happy
4210,?? ????,surprise
4211,【蛙跳视频】祝您新年快乐在此特别提醒各位小伙伴出门戴口罩少去人群聚集地勤洗手消毒2020年病毒走开身体健康?? #蛙跳视频##疫情地图# ??,happy
4212,//@滕雨佳Amiu:#全国确诊新型肺炎病例# 看到现在的每天不断更新的肺炎情况好揪心 特别想做点什么，你们知道哪里可以捐口罩什么的吗？,happy
4213,这个视频和给交警口罩的女孩，我好想哭。,happy
4214,这绝对报得少了。我在莆田老家，隔壁镇有几个武汉回家的已经感染,fear
4215,加油，一起度过难关。???,happy
4216,//@Biiiii毕雯珺:不传谣不信谣，做好防护工作，致敬每一位坚守岗位的医护工作者，我们一起努力早日打赢这场看不见硝烟的战争！,happy
4217,//@铁齿铜牙呜喵喵://@黑色油性笔:说女人不当兵不上战场的给我滚出来！？？,angry
4218,[哼]bbb//@懵哒哒DADA:#致敬疫情前线医护人员# 向战斗在一线的医护工作者们致敬//@TFBOYS-王俊凯:#致敬疫情前线医护人员# 向战斗在一线的医护工作者们致敬，大家都要保护好自己，愿平安健康。@TFBOYS-王俊凯,happy
4219,三十而立，四十而不惑！希望武汉疫情得到控制，所有人健康平安！ ??,happy
4220,好好学学！棒！,happy
4221,//@KEYOMI_:不要说对不起[泪][泪][泪]//@协和医生Do先生:这是最新医院名单，恳请转发出去，今天是大年三十，给你们添麻烦了，对不起，对不起，但我们真的需要支援，恳求你们转发出去，让有能力的人帮助我们，我代表全体一线战友谢谢你们！对不起！,sad
4222,太可怜了！,sad
4223,广东加油，不要再多了?,happy
4224,武汉加油！//@朱一龙:#武汉加油#我们在一起[心],happy
4225,//@R1SE-张颜齐:致敬！,happy
4226,#武汉封城#黄豆笑d[good]ie了？ ??,happy
4227,[泪][泪]希望大家平平安安，健健康康,happy
4228,武汉加油吧！//@朱一龙:#武汉加油#我们在一起[心],happy
4229,？？？？别把外交那一套话术放到这种事上好吗,angry
4230,#全国确诊新型肺炎病例#愿平安? ??,happy
4231,2020#春晚#精彩不停，我PICK的节目是诗朗诵《众志成城，抗击肺炎》，快来跟我一起为康辉、贺红梅等打CALL，为你最喜欢的节目投票~ http://t.cn/A6vd7HC4 #春晚视频#第一现场直击http://t.cn/A6vnCYr9 ??,happy
4232,【国家卫健委专家组成员疑似感染新型肺炎 在隔离治疗中?】21日，从北京大学第一医院获悉，呼吸和危重症医学科主任王广发疑似感染新型冠状病毒肺炎，目前正在隔离治疗。王广发是新型肺炎专家组成员，曾随国家卫健委专家组前往武汉。2003年SARS疫情期间，王广发始终奋战第一线。祝早日康复！#武汉7名医生在请战书上按下红手印#,happy
4233,//@内含子:绝大多数病毒都无药可医，少数有药也是差强人意。那些“好治”的传染病基本都是细菌引起的，可以用抗生素//@风湿科聂医生:但我感觉，这次这个冠状病毒会跟流感病毒一样长期流传。,fear
4234,武汉加油，我们与你同在,happy
4235,#长沙确诊首例新型肺炎病例#看着我们福建被包围，我的心拔凉拔凉的 http://t.cn/R2Wxl0B ??南安市,fear
4236,//@源九郎:今天在街上，看到一流浪汉大爷，看别人都带口罩，他没有，他从垃圾箱捡来别人丢掉的口罩套上了，当时真的是心头一酸。那些吃野味卖野味恶性乱跑传染的，都快死绝户吧，去你八百辈祖宗吧！让全国人帮你背锅。[微笑],angry
4237,武汉，挺住!,happy
4238,#王源#唯爱王源,happy
4239,？？？哪没有去哪是吗[疑问][疑问][疑问]//@桃花哥哥的莉柚妹妹:说好的封城呢，西藏什么医疗水平啊？有事吗@人民日报 @共青团中央,angry
4240,[月亮][噢耶][haha][耶]就喜欢这类型的。[加油],happy
4241,脑子里的毛病转移到肺上了大概//@拷扁橄榄://@黑白相间的奇怪远古熊类:懒得管他们武汉自己内部怎么折腾，这时候还敢去领这种券的外地人就算不得肺炎估计也有脑炎了吧......,angry
4242,?[心],happy
4243,我大江苏还是有了。。。[泪][泪],sad
4244,武汉加油?[心]//@王嘉尔:#武汉加油#  我们都在，武汉加油，也要感谢我们的英雄：我们的医护人员，感谢你们 感恩有你们！,happy
4245,//@Eleanor-pangpang:一定要保护好自己，防护措施一定要好好做[心][心][心][心],happy
4246,脑子问题比疫情还严重，领导班子不就地解散重组简直对不起武汉，对不起四面八方奔赴武汉救援的人,angry
4247,請問，現在有啥用？？鼓舞士氣還是糊弄百姓？,angry
4248,#武汉加油# 我们在一起，一起共渡难关//@朱一龙:#武汉加油#我们在一起[心],happy
4249,//@小人大帽子:赶紧下台，妈的[怒][怒][怒]@KlaNo天下第一甜 //@Ariellecter:湖北省委书记蒋超良，湖北省长王晓东，武汉市委书记马国强，武汉市长周先旺。疫病过了，再来记录这几个人的职位。 ?,angry
4250,加油，祝大家平安！//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心],happy
4251,泪奔，白衣天使们一定要保护好自己，才能拯救更多的人，愿所有人都要平平安安！,sad
4252,//@肖战工作室:#武汉加油# 我们都在！??//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
4253,[心][心],happy
4254,我靠,surprise
4255,[心],happy
4256,//@莱茵来因://@全糖莫吉托:对不起wh人民但是真的为什么封城这么晚？早十天对应都会不一样啊....因为不敢报上去害了多少人//@小田阿越:武汉的人民我们需要鼓励和支援，但同时间不能忘记的是应该要反思和追责制度和管理的缺陷,angry
4257,//@小白的鹦鹉螺:这不叫封城，这叫自我瘫痪。从医院越过市政府省政府直接向社会求助，到国务院越过省级地级直接向社会征集地方防控不利、瞒报漏报的问题线索，就可以看出问题之严重，中间的官僚层级整个断片了。,angry
4258,#防控疫情我们在一起# 保护自己就是保护他人！一起做好防护工作??//@蔡徐坤工作室:#防控疫情我们在一起#须警惕，不轻视！认真做好防护工作，我们一起加油！,happy
4259,//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
4260,谢谢伟大的医务工作者?,happy
4261,//@TFBOYS-王俊凯:#致敬疫情前线医护人员# 向战斗在一线的医护工作者们致敬，大家都要保护好自己，愿平安健康//@TFBOYS组合:#致敬疫情前线医护人员# 致敬伟大的医护人员们，你们辛苦了！愿大家都能平安健康[心][心][心],happy
4262,太难过了…//@青菀啊:[伤心][伤心]//@斌叔儿童编程:“医生说我是新型肺炎，但是试纸用完了，无法给我确诊，无法确诊就无法住院，让我自行回家隔离。我说我就这么回去吗？年轻医生用很平静和很抱歉的眼神看着我，说我比你心情更难受，因为我见了很多，但是却帮不上忙。”,sad
4263,国难当头 不良商家坐地涨价 真的[good][good][good][good][good],angry
4264,我服了，要不就是吃野味，要不就是暴力伤医。都是为了一己私利，全然不顾任何人。       吃野味的人，吃些非法打来的动物，能让你感觉到多么高人一等吗？爆发了传染病的时候你又在哪里？为什么要千千万万无辜的人，为你的行为买单？       暴力伤医的人，为了自己泄愤，你断送了多少家庭的幸福和未来？不管你再是英雄母亲，或者是有再多的理由也不能这么做。法律没有赋予你任何的特权，谁也没有权利去伤害医生。       要是以后医生都寒心了，那如果再爆发疾病谁来拯救我们？万事万物都是相互联系的，可为什么这样愚蠢的事情时有发生？       我建议立法严惩，找到那些非法售卖收买野味的人，按照毒品的性质来惩罚他们。以及暴力伤医的人，按照故意伤人，杀人未遂来惩罚。社会人心已经如此惶惶不安，必须出台有力政策才可以维护稳定人心。#新型肺炎确诊440例死亡9例##患者给陶勇医生的评价##协和医院骨科医生自愿支援##84岁钟南山再战防疫最前线#,angry
4265,[泪]卧槽佳哥和佳哥的家人回家以后一定要平平安安,fear
4266,太可怕了,fear
4267,要哭了，赞赞赞,happy
4268,羡慕,happy
4269,辛苦了,happy
4270,感谢……但别这样[允悲],happy
4271,//@白敬亭:#致敬疫情前线医护人员# 向医护工作者们致敬！大家要注意做好防护措施，戴口罩勤洗手，愿所有人都能健康平安！[心],happy
4272,正常剧宣传[微风]不上升个人演员 对疫情 我们要相信国家  对热搜 相信新浪这个企业留了足够的空间供大家讨论、警惕和科普预防 对剧集 如果您今晚有点空闲 十分感谢您的观看 ???[心],happy
4273,请求新闻滚动播放，加强中老年防护意识。请严格把控口罩价格，打击不良商家特殊时期哄抬物价。企业应该把社会效益放在首位，实现经济效益与社会效益的合理结合[作揖]希望大家都平安 前线的医生和工作人员都辛苦了??#新型冠状病毒肺炎纳入法定传染病#,happy
4274,本来大家都有点紧张起来了，结果到处都有谣言，不可恶嘛？简直了,angry
4275,北京开学瑟瑟发抖,fear
4276,2019年7月我们就在黄石永安理市场，发现国家二级保护动物猪欢和鸽子里，我们就告诉大家不能吃，我们还被抓，被拘留8天，借口是摊贩有养殖营业执照，说我们扰乱市场秩序，政府不执法，整能让公民守法？？？,angry
4277,#致敬疫情前线医护人员#  致敬英雄，保护好自己[心][心],happy
4278,好，是时候举办下这个关键时刻涌现的黑心旅行社了，这就去举报昆明中北国际旅行社,angry
4279,//@不会笑的柴郡猫:回复@黑名单bot:我气得要哭了，他们到底懂不懂什么叫传染病啊！不知道严重性之前也就算了，知道了还乱跑的太过分了啊！//@黑名单bot:不知道跑到上海的武汉人怎么想的 http://t.cn/A6PZ35sH,angry
4280,[拳头][拳头]//@金雯昕Shirley:#武汉加油#  关关难过关关过，医护人员不容易别再伤害他们[泪]所有人一定一定保护好自己。武汉加油，熬过去，活下去[围脖] 未来会好的，少数并不代表全部，希望大家不要对武汉人有敌意[心][抱抱],happy
4281,[中国赞][中国赞][中国赞],happy
4282,我就想知道那两个武汉的，一路上怎么来的北京，非要跑北京祸害来吗？缺德,angry
4283,//@乖巧等无人机咩:哥别乱跑//@杨洋:#致敬疫情前线医护人员# 愿所有人健康平安！前线医护人员保护好自己，你们辛苦了！[心],happy
4284,加油(? ??_??)?,happy
4285,你正在烦恼的事  将出现转机 ！！ ????#疫情地图##致敬# ??,happy
4286,//@韩饭桶://@源九郎:今天在街上，看到一流浪汉大爷，看别人都带口罩，他没有，他从垃圾箱捡来别人丢掉的口罩套上了，当时真的是心头一酸。那些吃野味卖野味恶性乱跑传染的，都快死绝户吧，去你八百辈祖宗吧！让全国人帮你背锅。[微笑],sad
4287,太阳穴疼,sad
4288,你還真別說不定就是炒作//@风云再起笑春秋:这样的人如果还能大行其道，国家复兴无望,angry
4289,21//@干干净净滴蚊砸xz:加油！！！我们同在！//@可愛dd-:#武汉加油# 加油！！//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
4290,感恩[可爱],happy
4291,[心][心]//@奶油味的鱼DAYTOY:#武汉加油# 加油?全国人民和你们在一起//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！,happy
4292,本来就是上海出去的官儿鸭[允悲]//@安白修图中 ://@有内味了丶 :长得真的挺帅（）//@Hons_Tm :上海学一下好吗？,happy
4293,大湖南挺住！！,happy
4294,//@穿閲視界://@Claire的小XX号:这个病的潜伏期有几十天，这是最大的问题，有好多感染了的可能还没有被检测出来。,surprise
4295,//@草门下走猫://@梦惜年i:这个好好看看 少去人多的地方 勤洗手戴口罩很重要啊 快过年了姐妹们小心一些[抱抱],happy
4296,要平安呀//@TFBOYS-易烊千玺:#致敬疫情前线医护人员#向所有医护人员致敬！希望大家都做好防护措施，愿所有人都平安健康。//@TFBOYS组合:#致敬疫情前线医护人员# 致敬伟大的医护人员们，你们辛苦了！愿大家都能平安健康[心][心][心],happy
4297,都会好起来的[拳头]//@一不奚笼:“春天快到了，让我们春天再相逢[泪] ???”,happy
4298,加油啊//@UNINE_李汶翰:#致敬疫情前线医护人员# 向所有奋斗在最前线的医护人员致敬！大家都要多加预防，注意个人防护。,happy
4299,这是人干的事？？？,angry
4300,艹，早死早超生吧,angry
4301,加油呀，一定会越来越棒的。,happy
4302,上海那个1月15号隔离……有的时候港媒吧…倒不是说他们说的都是真的反正他们在搞消息上确实挺有办法的（没有说港媒搞的消息一定都是真的） ??,angry
4303,天哪天哪天哪天哪啊啊啊啊啊//@珍宝矿工002:。。。//@散养虾壳:。。,surprise
4304,哪有什么岁月静好，不过是有人替你负重前行"。希望病毒得以控制，每个人都平平安安。? ? 致敬医护人员。 ? ? 出门戴口罩?",happy
4305,向伟大的医护人员致敬[心][心]！大家也要保护好自己保护好家人??//@WayV_official:#致敬疫情前线医护人员# 向伟大的医护人员们致敬，你们辛苦了！大家注意安全，希望大家能平安健康过新年[心] 医护人员加油！武汉加油！中国加油！,happy
4306,//@UNIQ-王一博: #致敬疫情前线医护人员#你们辛苦了！愿平安！[心],happy
4307,武汉加油！,happy
4308,//@头条新闻:#抗击新型肺炎第一线# 致敬！,happy
4309,卧槽，刚刚还是9个…//@午后狂睡:比之前通报新增了8名死亡…,surprise
4310,致敬英雄，参与新型病毒的医护人员以及与病毒抗争的患者每个人愿都平安归来。,happy
4311,//@就当刚毕业:回复@西青区首席散养__Clarence:03年我就在北京，那会单位学校都放假了，但是公共交通还在运行的，印象深刻的是平常人很多的公交上人很少，都带口罩！没像武汉这样封城啊//@生命的嚯嚯嚯嚯:我想知道自建国以来，或者再往前，啥时有过封城吗……,fear
4312,真的无话可说了,sad
4313,吃野味的都他妈不得好死//@神猫罗尼休://@北国佳人李春姬: 想拿刀割这些馋痨鬼的贱嘴,angry
4314,如果高中生物课能这样，我还愁考不到及格？,happy
4315,哈哈，[兔子][兔子][兔子][兔子][兔子],happy
4316,[good][good],happy
4317,//@idontknow___:因为中央严令禁止瞒报，所以干脆不检查不确诊不隔离。聪明。,angry
4318,//@罗杰_RL:#武汉加油# 一切都会好起来的！,happy
4319,#安徽确诊新冠肺炎15例#所在城市已经有确诊病例了。怎么说呢。走亲戚吃年夜饭这种和家里人的小型聚会我们小辈阻止不了直接放弃，多注意也就还好。可就现在这个情况还有好多家张罗着喜宴是真的不要命了吗？？？百来号人聚在一个厅吃饭？当地人信奉地藏王菩萨庇佑，结果自己可劲作死？[疑问][疑问][疑问]能不能官方出面禁止大型聚会啊？？,fear
4320,//@大清王朝爱新觉罗弘历:致敬。//@宣和一人:国士无双?致敬,happy
4321,[心][赞],happy
4322,加油武汉！,happy
4323,救救安徽吧，太不作为了,fear
4324,#致敬疫情前线医护人员#愿所有人都平安[心]//@王博文小白:向伟大的医护人员们致敬，请你们一定要保护好自己，大家出门记得戴口罩，做好防护措施，希望所有人都能平安。[心],happy
4325,@咸鱼晒淡了 //@两米小厨娘 :大家记得照顾好自己[感冒][感冒][感冒],happy
4326,好[心]//@杨九郎L:#致敬疫情前线医护人员# 致敬战斗在第一线的医护工作者们，大家都要保护好自己??一起打赢这场战役?,happy
4327,怎么会有这样的人，心态也太不好了?,angry
4328,支持,happy
4329,大家外出一定戴眼镜。王主任醒了。回顾感染过程，推测是没戴护目镜进出发热医院导致的。并说，对普通人来说，带眼镜，墨镜足够了。,fear
4330,这就是说好了的封城，我说怎么我爸在郑州高铁站还能见到武汉乘务员，真是服了[微笑],angry
4331,我是个俗气至顶的人，见山是山，见海是海，见花便是花。[哈哈][害羞][可爱],happy
4332,武汉加油?,happy
4333,害nn....以前刷wb看看帅哥美女现在看疫情[跪了],fear
4334,因为这次疫情，二十多年来，第一次过年这么冷清。 口罩真的超级难买，[泪]只好尽量买一些管用的。 年夜饭，就我跟妈妈两个人[允悲]我做了三个菜，妈妈做了两个菜，二两小酒，就这样默默的吃着，没几句话。向来注重仪式感的我，真的骚不动了[摊手] 口罩难买，也不能给湖北的朋友寄去，只能尽一些微薄之力！祝愿他们能够平平安安！[可怜],sad
4335,很难想象春节过后的上海有多可怕…不出门了//@夏目家的小诗哥://@吃瓜群众CJ://@远古文物夏青花 :首页都看看吧。尤其是，“病毒的传播是跟人口密度有很大关系的。我们认为大爆发期还没有到。最危险的时候是春节之后，大家返回去上班，人员往一线城市汇聚，到了人口更密集的地区。”,fear
4336,太厉害了[泪]//@真理快递员:2003年这个团队67名队员在完成广东抗击非典任务后，义无反顾北上驰援北京，在小汤山成功收治了92名非典病人，英雄的团队！[心] http://t.cn/A6PZFgie,happy
4337,大家要注意安全,happy
4338,我爸前段时间也去贫困县慰问了，唉:-(每天忙的要死，这些人还在网上骂zf，我看到都要被气死了[微笑],angry
4339,//@黄渤:#抗击新型肺炎第一线#感谢战斗在一线的医护人员们，伟大的英雄，愿平平安安！,happy
4340,一定要平平安安的度过这个坎，[浮云][浮云][浮云][浮云][浮云]保佑！！,happy
4341,好好笑可是看到口罩心里又酸酸的 2020大家都要平安健康呀[感冒]//@夏目家的小诗哥:哈哈哈你快走快走//@雪霏Sophia:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈心疼//@Tiger公子: 哈哈哈哈哈哈哈你赶紧揍！//,happy
4342,我还没有去武汉！！！！挺住了兄弟//@人民日报:全国人民为#武汉加油#！我们一起，打赢这场战争！//@肉肉肉言-:加油！！！！！！等疫情结束 我们一起去吃热干面去看樱花盛开！,happy
